# Time,     alpha,     beta,     V_inf,    u(v_body_X), v(v_body_Y), w(v_body_Z),  p,       q,         r,         gx,         gy,       gz,      FX_body,    FY_body,    FZ_body  
1.140e+00, 0.000e+00, 0.000e+00, 2.775e+02, 2.775e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -8.316e+00, 0.000e+00, 0.000e+00
1.150e+00, 0.000e+00, 0.000e+00, 2.766e+02, 2.766e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -8.260e+00, 0.000e+00, 0.000e+00
1.160e+00, 0.000e+00, 0.000e+00, 2.758e+02, 2.758e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -8.205e+00, 0.000e+00, 0.000e+00
1.170e+00, 0.000e+00, 0.000e+00, 2.750e+02, 2.750e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -8.151e+00, 0.000e+00, 0.000e+00
1.180e+00, 0.000e+00, 0.000e+00, 2.744e+02, 2.744e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -8.112e+00, 0.000e+00, 0.000e+00
1.190e+00, 0.000e+00, 0.000e+00, 2.732e+02, 2.732e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -8.045e+00, 0.000e+00, 0.000e+00
1.200e+00, 0.000e+00, 0.000e+00, 2.724e+02, 2.724e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.997e+00, 0.000e+00, 0.000e+00
1.210e+00, 0.000e+00, 0.000e+00, 2.716e+02, 2.716e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.951e+00, 0.000e+00, 0.000e+00
1.220e+00, 0.000e+00, 0.000e+00, 2.708e+02, 2.708e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.904e+00, 0.000e+00, 0.000e+00
1.230e+00, 0.000e+00, 0.000e+00, 2.700e+02, 2.700e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.858e+00, 0.000e+00, 0.000e+00
1.240e+00, 0.000e+00, 0.000e+00, 2.693e+02, 2.693e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.812e+00, 0.000e+00, 0.000e+00
1.250e+00, 0.000e+00, 0.000e+00, 2.685e+02, 2.685e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.767e+00, 0.000e+00, 0.000e+00
1.260e+00, 0.000e+00, 0.000e+00, 2.677e+02, 2.677e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.722e+00, 0.000e+00, 0.000e+00
1.270e+00, 0.000e+00, 0.000e+00, 2.673e+02, 2.673e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.701e+00, 0.000e+00, 0.000e+00
1.280e+00, 0.000e+00, 0.000e+00, 2.666e+02, 2.666e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.657e+00, 0.000e+00, 0.000e+00
1.290e+00, 0.000e+00, 0.000e+00, 2.658e+02, 2.658e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.613e+00, 0.000e+00, 0.000e+00
1.300e+00, 0.000e+00, 0.000e+00, 2.650e+02, 2.650e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.569e+00, 0.000e+00, 0.000e+00
1.310e+00, 0.000e+00, 0.000e+00, 2.643e+02, 2.643e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.526e+00, 0.000e+00, 0.000e+00
1.320e+00, 0.000e+00, 0.000e+00, 2.635e+02, 2.635e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.483e+00, 0.000e+00, 0.000e+00
1.330e+00, 0.000e+00, 0.000e+00, 2.628e+02, 2.628e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.441e+00, 0.000e+00, 0.000e+00
1.340e+00, 0.000e+00, 0.000e+00, 2.620e+02, 2.620e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.399e+00, 0.000e+00, 0.000e+00
1.350e+00, 0.000e+00, 0.000e+00, 2.613e+02, 2.613e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.357e+00, 0.000e+00, 0.000e+00
1.360e+00, 0.000e+00, 0.000e+00, 2.606e+02, 2.606e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.316e+00, 0.000e+00, 0.000e+00
1.370e+00, 0.000e+00, 0.000e+00, 2.598e+02, 2.598e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.275e+00, 0.000e+00, 0.000e+00
1.380e+00, 0.000e+00, 0.000e+00, 2.591e+02, 2.591e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.234e+00, 0.000e+00, 0.000e+00
1.390e+00, 0.000e+00, 0.000e+00, 2.584e+02, 2.584e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.194e+00, 0.000e+00, 0.000e+00
1.400e+00, 0.000e+00, 0.000e+00, 2.577e+02, 2.577e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.154e+00, 0.000e+00, 0.000e+00
1.410e+00, 0.000e+00, 0.000e+00, 2.569e+02, 2.569e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.114e+00, 0.000e+00, 0.000e+00
1.420e+00, 0.000e+00, 0.000e+00, 2.562e+02, 2.562e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.075e+00, 0.000e+00, 0.000e+00
1.430e+00, 0.000e+00, 0.000e+00, 2.555e+02, 2.555e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -7.035e+00, 0.000e+00, 0.000e+00
1.440e+00, 0.000e+00, 0.000e+00, 2.548e+02, 2.548e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.997e+00, 0.000e+00, 0.000e+00
1.450e+00, 0.000e+00, 0.000e+00, 2.541e+02, 2.541e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.958e+00, 0.000e+00, 0.000e+00
1.460e+00, 0.000e+00, 0.000e+00, 2.534e+02, 2.534e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.920e+00, 0.000e+00, 0.000e+00
1.470e+00, 0.000e+00, 0.000e+00, 2.527e+02, 2.527e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.883e+00, 0.000e+00, 0.000e+00
1.480e+00, 0.000e+00, 0.000e+00, 2.520e+02, 2.520e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.845e+00, 0.000e+00, 0.000e+00
1.490e+00, 0.000e+00, 0.000e+00, 2.514e+02, 2.514e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.808e+00, 0.000e+00, 0.000e+00
1.500e+00, 0.000e+00, 0.000e+00, 2.507e+02, 2.507e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.771e+00, 0.000e+00, 0.000e+00
1.510e+00, 0.000e+00, 0.000e+00, 2.500e+02, 2.500e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.735e+00, 0.000e+00, 0.000e+00
1.520e+00, 0.000e+00, 0.000e+00, 2.493e+02, 2.493e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.698e+00, 0.000e+00, 0.000e+00
1.530e+00, 0.000e+00, 0.000e+00, 2.487e+02, 2.487e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.662e+00, 0.000e+00, 0.000e+00
1.540e+00, 0.000e+00, 0.000e+00, 2.480e+02, 2.480e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.627e+00, 0.000e+00, 0.000e+00
1.550e+00, 0.000e+00, 0.000e+00, 2.473e+02, 2.473e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.591e+00, 0.000e+00, 0.000e+00
1.560e+00, 0.000e+00, 0.000e+00, 2.467e+02, 2.467e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.556e+00, 0.000e+00, 0.000e+00
1.570e+00, 0.000e+00, 0.000e+00, 2.460e+02, 2.460e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.522e+00, 0.000e+00, 0.000e+00
1.580e+00, 0.000e+00, 0.000e+00, 2.454e+02, 2.454e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.487e+00, 0.000e+00, 0.000e+00
1.590e+00, 0.000e+00, 0.000e+00, 2.447e+02, 2.447e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.453e+00, 0.000e+00, 0.000e+00
1.600e+00, 0.000e+00, 0.000e+00, 2.441e+02, 2.441e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.419e+00, 0.000e+00, 0.000e+00
1.610e+00, 0.000e+00, 0.000e+00, 2.434e+02, 2.434e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.385e+00, 0.000e+00, 0.000e+00
1.620e+00, 0.000e+00, 0.000e+00, 2.428e+02, 2.428e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.352e+00, 0.000e+00, 0.000e+00
1.630e+00, 0.000e+00, 0.000e+00, 2.421e+02, 2.421e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.318e+00, 0.000e+00, 0.000e+00
1.640e+00, 0.000e+00, 0.000e+00, 2.415e+02, 2.415e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.285e+00, 0.000e+00, 0.000e+00
1.650e+00, 0.000e+00, 0.000e+00, 2.409e+02, 2.409e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.253e+00, 0.000e+00, 0.000e+00
1.660e+00, 0.000e+00, 0.000e+00, 2.403e+02, 2.403e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.220e+00, 0.000e+00, 0.000e+00
1.670e+00, 0.000e+00, 0.000e+00, 2.396e+02, 2.396e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.188e+00, 0.000e+00, 0.000e+00
1.680e+00, 0.000e+00, 0.000e+00, 2.390e+02, 2.390e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.156e+00, 0.000e+00, 0.000e+00
1.690e+00, 0.000e+00, 0.000e+00, 2.384e+02, 2.384e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.124e+00, 0.000e+00, 0.000e+00
1.700e+00, 0.000e+00, 0.000e+00, 2.378e+02, 2.378e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.093e+00, 0.000e+00, 0.000e+00
1.710e+00, 0.000e+00, 0.000e+00, 2.372e+02, 2.372e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.062e+00, 0.000e+00, 0.000e+00
1.720e+00, 0.000e+00, 0.000e+00, 2.366e+02, 2.366e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.031e+00, 0.000e+00, 0.000e+00
1.730e+00, 0.000e+00, 0.000e+00, 2.360e+02, 2.360e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -6.000e+00, 0.000e+00, 0.000e+00
1.740e+00, 0.000e+00, 0.000e+00, 2.354e+02, 2.354e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.970e+00, 0.000e+00, 0.000e+00
1.750e+00, 0.000e+00, 0.000e+00, 2.348e+02, 2.348e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.939e+00, 0.000e+00, 0.000e+00
1.760e+00, 0.000e+00, 0.000e+00, 2.342e+02, 2.342e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.909e+00, 0.000e+00, 0.000e+00
1.770e+00, 0.000e+00, 0.000e+00, 2.336e+02, 2.336e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.880e+00, 0.000e+00, 0.000e+00
1.780e+00, 0.000e+00, 0.000e+00, 2.330e+02, 2.330e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.850e+00, 0.000e+00, 0.000e+00
1.790e+00, 0.000e+00, 0.000e+00, 2.324e+02, 2.324e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.821e+00, 0.000e+00, 0.000e+00
1.800e+00, 0.000e+00, 0.000e+00, 2.318e+02, 2.318e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.792e+00, 0.000e+00, 0.000e+00
1.810e+00, 0.000e+00, 0.000e+00, 2.313e+02, 2.313e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.763e+00, 0.000e+00, 0.000e+00
1.820e+00, 0.000e+00, 0.000e+00, 2.307e+02, 2.307e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.734e+00, 0.000e+00, 0.000e+00
1.830e+00, 0.000e+00, 0.000e+00, 2.301e+02, 2.301e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.705e+00, 0.000e+00, 0.000e+00
1.840e+00, 0.000e+00, 0.000e+00, 2.295e+02, 2.295e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.677e+00, 0.000e+00, 0.000e+00
1.850e+00, 0.000e+00, 0.000e+00, 2.290e+02, 2.290e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.649e+00, 0.000e+00, 0.000e+00
1.860e+00, 0.000e+00, 0.000e+00, 2.284e+02, 2.284e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.621e+00, 0.000e+00, 0.000e+00
1.870e+00, 0.000e+00, 0.000e+00, 2.278e+02, 2.278e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.594e+00, 0.000e+00, 0.000e+00
1.880e+00, 0.000e+00, 0.000e+00, 2.273e+02, 2.273e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.566e+00, 0.000e+00, 0.000e+00
1.890e+00, 0.000e+00, 0.000e+00, 2.267e+02, 2.267e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.539e+00, 0.000e+00, 0.000e+00
1.900e+00, 0.000e+00, 0.000e+00, 2.262e+02, 2.262e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.512e+00, 0.000e+00, 0.000e+00
1.910e+00, 0.000e+00, 0.000e+00, 2.256e+02, 2.256e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.485e+00, 0.000e+00, 0.000e+00
1.920e+00, 0.000e+00, 0.000e+00, 2.251e+02, 2.251e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.458e+00, 0.000e+00, 0.000e+00
1.930e+00, 0.000e+00, 0.000e+00, 2.245e+02, 2.245e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.432e+00, 0.000e+00, 0.000e+00
1.940e+00, 0.000e+00, 0.000e+00, 2.240e+02, 2.240e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.406e+00, 0.000e+00, 0.000e+00
1.950e+00, 0.000e+00, 0.000e+00, 2.234e+02, 2.234e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.380e+00, 0.000e+00, 0.000e+00
1.960e+00, 0.000e+00, 0.000e+00, 2.229e+02, 2.229e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.354e+00, 0.000e+00, 0.000e+00
1.970e+00, 0.000e+00, 0.000e+00, 2.224e+02, 2.224e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.328e+00, 0.000e+00, 0.000e+00
1.980e+00, 0.000e+00, 0.000e+00, 2.218e+02, 2.218e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.303e+00, 0.000e+00, 0.000e+00
1.990e+00, 0.000e+00, 0.000e+00, 2.213e+02, 2.213e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.277e+00, 0.000e+00, 0.000e+00
2.000e+00, 0.000e+00, 0.000e+00, 2.208e+02, 2.208e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.252e+00, 0.000e+00, 0.000e+00
2.010e+00, 0.000e+00, 0.000e+00, 2.202e+02, 2.202e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.227e+00, 0.000e+00, 0.000e+00
2.020e+00, 0.000e+00, 0.000e+00, 2.197e+02, 2.197e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.202e+00, 0.000e+00, 0.000e+00
2.030e+00, 0.000e+00, 0.000e+00, 2.192e+02, 2.192e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.178e+00, 0.000e+00, 0.000e+00
2.040e+00, 0.000e+00, 0.000e+00, 2.187e+02, 2.187e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.153e+00, 0.000e+00, 0.000e+00
2.050e+00, 0.000e+00, 0.000e+00, 2.182e+02, 2.182e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.129e+00, 0.000e+00, 0.000e+00
2.060e+00, 0.000e+00, 0.000e+00, 2.177e+02, 2.177e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.105e+00, 0.000e+00, 0.000e+00
2.070e+00, 0.000e+00, 0.000e+00, 2.171e+02, 2.171e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.081e+00, 0.000e+00, 0.000e+00
2.080e+00, 0.000e+00, 0.000e+00, 2.166e+02, 2.166e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.057e+00, 0.000e+00, 0.000e+00
2.090e+00, 0.000e+00, 0.000e+00, 2.161e+02, 2.161e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.034e+00, 0.000e+00, 0.000e+00
2.100e+00, 0.000e+00, 0.000e+00, 2.156e+02, 2.156e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -5.010e+00, 0.000e+00, 0.000e+00
2.110e+00, 0.000e+00, 0.000e+00, 2.151e+02, 2.151e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.987e+00, 0.000e+00, 0.000e+00
2.120e+00, 0.000e+00, 0.000e+00, 2.146e+02, 2.146e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.964e+00, 0.000e+00, 0.000e+00
2.130e+00, 0.000e+00, 0.000e+00, 2.141e+02, 2.141e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.941e+00, 0.000e+00, 0.000e+00
2.140e+00, 0.000e+00, 0.000e+00, 2.136e+02, 2.136e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.918e+00, 0.000e+00, 0.000e+00
2.150e+00, 0.000e+00, 0.000e+00, 2.131e+02, 2.131e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.895e+00, 0.000e+00, 0.000e+00
2.160e+00, 0.000e+00, 0.000e+00, 2.127e+02, 2.127e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.873e+00, 0.000e+00, 0.000e+00
2.170e+00, 0.000e+00, 0.000e+00, 2.122e+02, 2.122e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.851e+00, 0.000e+00, 0.000e+00
2.180e+00, 0.000e+00, 0.000e+00, 2.117e+02, 2.117e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.828e+00, 0.000e+00, 0.000e+00
2.190e+00, 0.000e+00, 0.000e+00, 2.112e+02, 2.112e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.806e+00, 0.000e+00, 0.000e+00
2.200e+00, 0.000e+00, 0.000e+00, 2.107e+02, 2.107e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.785e+00, 0.000e+00, 0.000e+00
2.210e+00, 0.000e+00, 0.000e+00, 2.102e+02, 2.102e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.763e+00, 0.000e+00, 0.000e+00
2.220e+00, 0.000e+00, 0.000e+00, 2.098e+02, 2.098e+02, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, -4.741e+00, 0.000e+00, 0.000e+00
