 # Time,   Mach,     alfa,     beta,     Cd,     CL_alfa,     Cn_p_alfa,     Cn_q_alfa 
3.400e-01, 1.196e+00, 5.719e-03, 0.000e+00, 5.377e-01, 0.000e+00, 0.000e+00, 0.000e+00
3.500e-01, 1.176e+00, 5.963e-03, 0.000e+00, 5.350e-01, 0.000e+00, 0.000e+00, 0.000e+00
3.600e-01, 1.156e+00, 6.212e-03, 0.000e+00, 5.320e-01, 0.000e+00, 0.000e+00, 0.000e+00
3.700e-01, 1.135e+00, 6.498e-03, 0.000e+00, 5.282e-01, 0.000e+00, 0.000e+00, 0.000e+00
3.800e-01, 1.120e+00, 6.703e-03, 0.000e+00, 5.252e-01, 0.000e+00, 0.000e+00, 0.000e+00
3.900e-01, 1.102e+00, 6.983e-03, 0.000e+00, 5.207e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.000e-01, 1.085e+00, 7.246e-03, 0.000e+00, 5.161e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.100e-01, 1.070e+00, 7.509e-03, 0.000e+00, 5.112e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.200e-01, 1.055e+00, 7.774e-03, 0.000e+00, 5.061e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.300e-01, 1.040e+00, 8.051e-03, 0.000e+00, 5.004e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.400e-01, 1.026e+00, 8.316e-03, 0.000e+00, 4.948e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.500e-01, 1.013e+00, 8.597e-03, 0.000e+00, 4.888e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.600e-01, 9.994e-01, 8.884e-03, 0.000e+00, 4.825e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.700e-01, 9.867e-01, 9.176e-03, 0.000e+00, 4.760e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.800e-01, 9.745e-01, 9.472e-03, 0.000e+00, 4.695e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.900e-01, 9.626e-01, 9.775e-03, 0.000e+00, 4.629e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.000e-01, 9.509e-01, 1.009e-02, 0.000e+00, 4.562e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.100e-01, 9.398e-01, 1.040e-02, 0.000e+00, 4.495e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.200e-01, 9.300e-01, 1.069e-02, 0.000e+00, 4.436e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.300e-01, 9.200e-01, 1.100e-02, 0.000e+00, 4.375e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.400e-01, 9.105e-01, 1.130e-02, 0.000e+00, 4.315e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.500e-01, 9.012e-01, 1.162e-02, 0.000e+00, 4.257e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.600e-01, 8.922e-01, 1.194e-02, 0.000e+00, 4.201e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.700e-01, 8.833e-01, 1.226e-02, 0.000e+00, 4.146e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.800e-01, 8.748e-01, 1.259e-02, 0.000e+00, 4.093e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.900e-01, 8.664e-01, 1.293e-02, 0.000e+00, 4.042e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.000e-01, 8.583e-01, 1.327e-02, 0.000e+00, 3.993e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.100e-01, 8.503e-01, 1.361e-02, 0.000e+00, 3.946e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.200e-01, 8.427e-01, 1.396e-02, 0.000e+00, 3.901e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.300e-01, 8.377e-01, 1.419e-02, 0.000e+00, 3.873e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.400e-01, 8.304e-01, 1.454e-02, 0.000e+00, 3.832e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.500e-01, 8.234e-01, 1.489e-02, 0.000e+00, 3.793e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.600e-01, 8.165e-01, 1.525e-02, 0.000e+00, 3.757e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.700e-01, 8.098e-01, 1.561e-02, 0.000e+00, 3.722e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.800e-01, 8.037e-01, 1.595e-02, 0.000e+00, 3.691e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.900e-01, 7.974e-01, 1.631e-02, 0.000e+00, 3.659e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.000e-01, 7.908e-01, 1.669e-02, 0.000e+00, 3.628e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.100e-01, 7.848e-01, 1.706e-02, 0.000e+00, 3.600e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.200e-01, 7.789e-01, 1.743e-02, 0.000e+00, 3.574e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.300e-01, 7.732e-01, 1.780e-02, 0.000e+00, 3.549e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.400e-01, 7.675e-01, 1.817e-02, 0.000e+00, 3.525e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.500e-01, 7.620e-01, 1.855e-02, 0.000e+00, 3.502e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.600e-01, 7.566e-01, 1.894e-02, 0.000e+00, 3.481e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.700e-01, 7.512e-01, 1.932e-02, 0.000e+00, 3.461e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.800e-01, 7.460e-01, 1.971e-02, 0.000e+00, 3.441e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.900e-01, 7.409e-01, 2.010e-02, 0.000e+00, 3.423e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.000e-01, 7.358e-01, 2.049e-02, 0.000e+00, 3.406e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.100e-01, 7.309e-01, 2.089e-02, 0.000e+00, 3.389e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.200e-01, 7.260e-01, 2.129e-02, 0.000e+00, 3.373e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.300e-01, 7.213e-01, 2.169e-02, 0.000e+00, 3.358e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.400e-01, 7.166e-01, 2.210e-02, 0.000e+00, 3.344e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.500e-01, 7.120e-01, 2.251e-02, 0.000e+00, 3.331e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.600e-01, 7.093e-01, 2.275e-02, 0.000e+00, 3.323e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.700e-01, 7.048e-01, 2.316e-02, 0.000e+00, 3.311e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.800e-01, 7.004e-01, 2.357e-02, 0.000e+00, 3.299e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.900e-01, 6.961e-01, 2.398e-02, 0.000e+00, 3.288e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.000e-01, 6.918e-01, 2.440e-02, 0.000e+00, 3.277e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.100e-01, 6.876e-01, 2.482e-02, 0.000e+00, 3.267e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.200e-01, 6.835e-01, 2.525e-02, 0.000e+00, 3.257e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.300e-01, 6.794e-01, 2.567e-02, 0.000e+00, 3.248e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.400e-01, 6.754e-01, 2.610e-02, 0.000e+00, 3.239e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.500e-01, 6.714e-01, 2.653e-02, 0.000e+00, 3.231e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.600e-01, 6.675e-01, 2.697e-02, 0.000e+00, 3.223e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.700e-01, 6.637e-01, 2.740e-02, 0.000e+00, 3.215e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.800e-01, 6.607e-01, 2.775e-02, 0.000e+00, 3.209e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.900e-01, 6.569e-01, 2.819e-02, 0.000e+00, 3.202e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.000e+00, 6.532e-01, 2.863e-02, 0.000e+00, 3.195e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.010e+00, 6.496e-01, 2.908e-02, 0.000e+00, 3.189e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.020e+00, 6.460e-01, 2.952e-02, 0.000e+00, 3.183e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.030e+00, 6.424e-01, 2.997e-02, 0.000e+00, 3.177e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.040e+00, 6.389e-01, 3.042e-02, 0.000e+00, 3.171e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.050e+00, 6.355e-01, 3.088e-02, 0.000e+00, 3.166e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.060e+00, 6.320e-01, 3.133e-02, 0.000e+00, 3.160e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.070e+00, 6.287e-01, 3.179e-02, 0.000e+00, 3.155e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.080e+00, 6.253e-01, 3.225e-02, 0.000e+00, 3.151e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.090e+00, 6.220e-01, 3.272e-02, 0.000e+00, 3.146e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.100e+00, 6.188e-01, 3.318e-02, 0.000e+00, 3.142e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.110e+00, 6.156e-01, 3.365e-02, 0.000e+00, 3.137e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.120e+00, 6.124e-01, 3.412e-02, 0.000e+00, 3.133e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.130e+00, 6.092e-01, 3.460e-02, 0.000e+00, 3.129e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.140e+00, 6.061e-01, 3.507e-02, 0.000e+00, 3.126e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.150e+00, 6.031e-01, 3.555e-02, 0.000e+00, 3.122e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.160e+00, 6.000e-01, 3.603e-02, 0.000e+00, 3.119e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.170e+00, 5.978e-01, 3.639e-02, 0.000e+00, 3.116e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.180e+00, 5.948e-01, 3.688e-02, 0.000e+00, 3.113e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.190e+00, 5.919e-01, 3.736e-02, 0.000e+00, 3.110e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.200e+00, 5.890e-01, 3.785e-02, 0.000e+00, 3.107e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.210e+00, 5.861e-01, 3.834e-02, 0.000e+00, 3.104e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.220e+00, 5.832e-01, 3.884e-02, 0.000e+00, 3.101e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.230e+00, 5.804e-01, 3.933e-02, 0.000e+00, 3.098e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.240e+00, 5.777e-01, 3.983e-02, 0.000e+00, 3.096e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.250e+00, 5.749e-01, 4.033e-02, 0.000e+00, 3.093e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.260e+00, 5.722e-01, 4.083e-02, 0.000e+00, 3.091e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.270e+00, 5.695e-01, 4.134e-02, 0.000e+00, 3.088e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.280e+00, 5.668e-01, 4.184e-02, 0.000e+00, 3.086e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.290e+00, 5.642e-01, 4.235e-02, 0.000e+00, 3.084e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.300e+00, 5.615e-01, 4.287e-02, 0.000e+00, 3.082e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.310e+00, 5.589e-01, 4.338e-02, 0.000e+00, 3.080e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.320e+00, 5.564e-01, 4.390e-02, 0.000e+00, 3.078e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.330e+00, 5.538e-01, 4.442e-02, 0.000e+00, 3.076e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.340e+00, 5.513e-01, 4.494e-02, 0.000e+00, 3.074e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.350e+00, 5.488e-01, 4.546e-02, 0.000e+00, 3.072e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.360e+00, 5.464e-01, 4.599e-02, 0.000e+00, 3.071e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.370e+00, 5.439e-01, 4.652e-02, 0.000e+00, 3.069e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.380e+00, 5.415e-01, 4.705e-02, 0.000e+00, 3.067e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.390e+00, 5.391e-01, 4.758e-02, 0.000e+00, 3.066e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.400e+00, 5.367e-01, 4.812e-02, 0.000e+00, 3.064e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.410e+00, 5.344e-01, 4.866e-02, 0.000e+00, 3.063e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.420e+00, 5.320e-01, 4.920e-02, 0.000e+00, 3.062e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.430e+00, 5.297e-01, 4.974e-02, 0.000e+00, 3.060e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.440e+00, 5.274e-01, 5.029e-02, 0.000e+00, 3.059e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.450e+00, 5.252e-01, 5.083e-02, 0.000e+00, 3.058e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.460e+00, 5.229e-01, 5.138e-02, 0.000e+00, 3.056e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.470e+00, 5.207e-01, 5.194e-02, 0.000e+00, 3.055e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.480e+00, 5.185e-01, 5.249e-02, 0.000e+00, 3.054e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.490e+00, 5.163e-01, 5.305e-02, 0.000e+00, 3.053e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.500e+00, 5.141e-01, 5.361e-02, 0.000e+00, 3.052e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.510e+00, 5.120e-01, 5.417e-02, 0.000e+00, 3.051e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.520e+00, 5.099e-01, 5.473e-02, 0.000e+00, 3.050e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.530e+00, 5.077e-01, 5.530e-02, 0.000e+00, 3.049e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.540e+00, 5.064e-01, 5.567e-02, 0.000e+00, 3.048e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.550e+00, 5.043e-01, 5.624e-02, 0.000e+00, 3.047e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.560e+00, 5.022e-01, 5.681e-02, 0.000e+00, 3.046e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.570e+00, 5.002e-01, 5.738e-02, 0.000e+00, 3.045e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.580e+00, 4.982e-01, 5.796e-02, 0.000e+00, 3.044e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.590e+00, 4.962e-01, 5.854e-02, 0.000e+00, 3.043e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.600e+00, 4.942e-01, 5.912e-02, 0.000e+00, 3.042e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.610e+00, 4.922e-01, 5.970e-02, 0.000e+00, 3.042e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.620e+00, 4.902e-01, 6.029e-02, 0.000e+00, 3.041e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.630e+00, 4.883e-01, 6.087e-02, 0.000e+00, 3.040e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.640e+00, 4.864e-01, 6.146e-02, 0.000e+00, 3.039e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.650e+00, 4.845e-01, 6.205e-02, 0.000e+00, 3.039e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.660e+00, 4.826e-01, 6.265e-02, 0.000e+00, 3.038e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.670e+00, 4.807e-01, 6.325e-02, 0.000e+00, 3.037e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.680e+00, 4.788e-01, 6.384e-02, 0.000e+00, 3.037e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.690e+00, 4.770e-01, 6.445e-02, 0.000e+00, 3.036e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.700e+00, 4.751e-01, 6.505e-02, 0.000e+00, 3.035e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.710e+00, 4.733e-01, 6.566e-02, 0.000e+00, 3.035e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.720e+00, 4.715e-01, 6.626e-02, 0.000e+00, 3.034e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.730e+00, 4.697e-01, 6.687e-02, 0.000e+00, 3.033e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.740e+00, 4.679e-01, 6.749e-02, 0.000e+00, 3.033e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.750e+00, 4.662e-01, 6.810e-02, 0.000e+00, 3.032e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.760e+00, 4.644e-01, 6.872e-02, 0.000e+00, 3.032e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.770e+00, 4.627e-01, 6.934e-02, 0.000e+00, 3.031e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.780e+00, 4.610e-01, 6.996e-02, 0.000e+00, 3.031e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.790e+00, 4.593e-01, 7.059e-02, 0.000e+00, 3.030e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.800e+00, 4.576e-01, 7.121e-02, 0.000e+00, 3.030e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.810e+00, 4.559e-01, 7.184e-02, 0.000e+00, 3.029e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.820e+00, 4.542e-01, 7.247e-02, 0.000e+00, 3.029e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.830e+00, 4.526e-01, 7.311e-02, 0.000e+00, 3.028e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.840e+00, 4.509e-01, 7.374e-02, 0.000e+00, 3.028e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.850e+00, 4.493e-01, 7.438e-02, 0.000e+00, 3.027e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.860e+00, 4.477e-01, 7.502e-02, 0.000e+00, 3.027e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.870e+00, 4.461e-01, 7.567e-02, 0.000e+00, 3.026e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.880e+00, 4.445e-01, 7.631e-02, 0.000e+00, 3.026e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.890e+00, 4.429e-01, 7.696e-02, 0.000e+00, 3.026e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.900e+00, 4.413e-01, 7.761e-02, 0.000e+00, 3.025e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.910e+00, 4.397e-01, 7.826e-02, 0.000e+00, 3.025e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.920e+00, 4.382e-01, 7.892e-02, 0.000e+00, 3.024e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.930e+00, 4.367e-01, 7.957e-02, 0.000e+00, 3.024e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.940e+00, 4.351e-01, 8.023e-02, 0.000e+00, 3.024e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.950e+00, 4.336e-01, 8.089e-02, 0.000e+00, 3.023e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.960e+00, 4.321e-01, 8.156e-02, 0.000e+00, 3.023e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.970e+00, 4.306e-01, 8.222e-02, 0.000e+00, 3.023e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.980e+00, 4.291e-01, 8.289e-02, 0.000e+00, 3.022e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.990e+00, 4.276e-01, 8.356e-02, 0.000e+00, 3.022e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.000e+00, 4.262e-01, 8.424e-02, 0.000e+00, 3.022e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.010e+00, 4.247e-01, 8.491e-02, 0.000e+00, 3.021e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.020e+00, 4.233e-01, 8.559e-02, 0.000e+00, 3.021e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.030e+00, 4.219e-01, 8.627e-02, 0.000e+00, 3.021e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.040e+00, 4.204e-01, 8.695e-02, 0.000e+00, 3.020e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.050e+00, 4.190e-01, 8.764e-02, 0.000e+00, 3.020e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.060e+00, 4.176e-01, 8.832e-02, 0.000e+00, 3.020e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.070e+00, 4.162e-01, 8.901e-02, 0.000e+00, 3.020e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.080e+00, 4.148e-01, 8.970e-02, 0.000e+00, 3.019e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.090e+00, 4.135e-01, 9.040e-02, 0.000e+00, 3.019e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.100e+00, 4.121e-01, 9.109e-02, 0.000e+00, 3.019e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.110e+00, 4.107e-01, 9.179e-02, 0.000e+00, 3.019e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.120e+00, 4.094e-01, 9.249e-02, 0.000e+00, 3.018e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.130e+00, 4.081e-01, 9.319e-02, 0.000e+00, 3.018e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.140e+00, 4.067e-01, 9.390e-02, 0.000e+00, 3.018e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.150e+00, 4.054e-01, 9.461e-02, 0.000e+00, 3.018e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.160e+00, 4.041e-01, 9.532e-02, 0.000e+00, 3.017e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.170e+00, 4.028e-01, 9.603e-02, 0.000e+00, 3.017e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.180e+00, 4.015e-01, 9.674e-02, 0.000e+00, 3.017e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.190e+00, 4.002e-01, 9.746e-02, 0.000e+00, 3.017e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.200e+00, 3.990e-01, 9.818e-02, 0.000e+00, 3.017e-01, 0.000e+00, 0.000e+00, 0.000e+00
