 # Time,   Mach,     alfa,     beta,     Cd,     CL_alfa,     Cn_p_alfa,     Cn_q_alfa 
1.000e-02, 2.841e+00, 0.000e+00, 0.000e+00, 3.200e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.000e-02, 2.773e+00, 0.000e+00, 0.000e+00, 3.200e-01, 0.000e+00, 0.000e+00, 0.000e+00
3.000e-02, 2.707e+00, 0.000e+00, 0.000e+00, 3.200e-01, 0.000e+00, 0.000e+00, 0.000e+00
4.000e-02, 2.650e+00, 0.000e+00, 0.000e+00, 3.200e-01, 0.000e+00, 0.000e+00, 0.000e+00
5.000e-02, 2.587e+00, 0.000e+00, 0.000e+00, 3.200e-01, 0.000e+00, 0.000e+00, 0.000e+00
6.000e-02, 2.536e+00, 0.000e+00, 0.000e+00, 3.200e-01, 0.000e+00, 0.000e+00, 0.000e+00
7.000e-02, 2.484e+00, 0.000e+00, 0.000e+00, 3.210e-01, 0.000e+00, 0.000e+00, 0.000e+00
8.000e-02, 2.422e+00, 0.000e+00, 0.000e+00, 3.250e-01, 0.000e+00, 0.000e+00, 0.000e+00
9.000e-02, 2.371e+00, 0.000e+00, 0.000e+00, 3.282e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.000e-01, 2.334e+00, 0.000e+00, 0.000e+00, 3.305e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.100e-01, 2.286e+00, 0.000e+00, 0.000e+00, 3.335e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.200e-01, 2.240e+00, 0.000e+00, 0.000e+00, 3.365e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.300e-01, 2.199e+00, 0.000e+00, 0.000e+00, 3.391e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.400e-01, 2.150e+00, 0.000e+00, 0.000e+00, 3.418e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.500e-01, 2.107e+00, 0.000e+00, 0.000e+00, 3.441e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.600e-01, 2.066e+00, 0.000e+00, 0.000e+00, 3.464e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.700e-01, 2.026e+00, 0.000e+00, 0.000e+00, 3.486e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.800e-01, 1.999e+00, 0.000e+00, 0.000e+00, 3.501e-01, 0.000e+00, 0.000e+00, 0.000e+00
1.900e-01, 1.953e+00, 0.000e+00, 0.000e+00, 3.535e-01, 0.000e+00, 0.000e+00, 0.000e+00
2.000e-01, 1.917e+00, 0.000e+00, 0.000e+00, 3.562e-01, 0.000e+00, 0.000e+00, 0.000e+00
